time,open,high,low,close,tick_volume,spread,real_volume
2023-04-11 20:45:00,1996.2,2002.66,1996.2,2001.78,376,0,0
2023-04-11 21:00:00,2001.78,2003.69,2001.18,2001.88,479,0,0
2023-04-11 21:15:00,2001.92,2006.58,2001.92,2005.75,468,10,0
2023-04-11 21:30:00,2005.76,2005.86,2004.9,2005.56,294,6,0
2023-04-11 21:45:00,2005.59,2006.08,2004.84,2005.78,273,10,0
2023-04-11 22:00:00,2005.78,2005.96,2005.06,2005.2,280,12,0
2023-04-11 22:15:00,2005.08,2005.9,2004.98,2005.57,339,8,0
2023-04-11 22:30:00,2005.6,2005.72,2004.78,2005.5,490,7,0
2023-04-11 22:45:00,2005.6,2005.85,2003.01,2003.05,660,2,0
2023-04-11 23:00:00,2003.02,2003.83,2002.56,2002.88,624,6,0
2023-04-11 23:15:00,2002.88,2002.92,1999.8,2000.3,627,2,0
2023-04-11 23:30:00,2000.28,2000.29,1997.64,1998.32,788,8,0
2023-04-11 23:45:00,1998.32,2000.1,1995.57,2000.02,1315,6,0
2023-04-12 00:00:00,2000.04,2000.7,1998.24,1999.47,814,0,0
2023-04-12 00:15:00,1999.46,1999.68,1997.26,1998.24,891,1,0
2023-04-12 00:30:00,1998.22,1998.26,1996.07,1997.03,695,4,0
2023-04-12 00:45:00,1997.09,1997.22,1994.27,1995.44,769,0,0
2023-04-12 01:00:00,1995.36,1995.59,1993.76,1994.11,588,3,0
2023-04-12 01:15:00,1994.16,1994.38,1991.6,1991.61,860,2,0
2023-04-12 01:30:00,1991.52,1991.88,1988.88,1991.18,898,0,0
2023-04-12 01:45:00,1991.18,1992.12,1990.41,1991.8,562,2,0
2023-04-12 02:00:00,1991.84,1992.78,1991.6,1992.78,450,2,0
2023-04-12 02:15:00,1992.77,1992.88,1990.95,1991.08,378,3,0
2023-04-12 02:30:00,1991.08,1991.36,1990.55,1990.97,314,6,0
2023-04-12 02:45:00,1991.01,1991.01,1989.66,1990.3,471,6,0
2023-04-12 03:00:00,1990.29,1991.79,1990.04,1991.58,497,1,0
2023-04-12 03:15:00,1991.58,1993.78,1991.16,1992.73,512,4,0
2023-04-12 03:30:00,1992.73,1992.75,1992.1,1992.18,386,4,0
2023-04-12 03:45:00,1992.16,1992.94,1991.3,1992.62,564,3,0
2023-04-12 04:00:00,1992.63,1992.69,1991.86,1992.46,243,7,0
2023-04-12 04:15:00,1992.47,1994.37,1992.32,1993.47,553,2,0
2023-04-12 04:30:00,1993.47,1995.2,1993.25,1994.54,609,2,0
2023-04-12 04:45:00,1994.44,1994.44,1991.72,1992.56,668,1,0
2023-04-12 05:00:00,1992.47,1994.85,1992.35,1994.83,514,0,0
2023-04-12 05:15:00,1994.83,1996.38,1994.66,1995.3,586,0,0
2023-04-12 05:30:00,1995.3,1996.37,1993.85,1995.88,470,0,0
2023-04-12 05:45:00,1995.88,1996.59,1995.08,1996.4,529,1,0
2023-04-12 06:00:00,1996.3,1996.6,1995.04,1995.55,559,0,0
2023-04-12 06:15:00,1995.65,1996.8,1995.62,1996.47,479,0,0
2023-04-12 06:30:00,1996.47,1997.64,1996.12,1997.48,595,0,0
2023-04-12 06:45:00,1997.47,1998.07,1995.9,1997.86,569,0,0
2023-04-12 07:00:00,1997.85,1998.31,1997.5,1997.92,398,2,0
2023-04-12 07:15:00,1997.88,1999.38,1997.7,1998.43,465,0,0
2023-04-12 07:30:00,1998.41,1998.69,1996.85,1997.42,378,0,0
2023-04-12 07:45:00,1997.43,1998.78,1997.05,1998.77,415,0,0
2023-04-12 08:00:00,1998.75,2000.86,1998.75,2000.46,533,0,0
2023-04-12 08:15:00,2000.47,2001.99,2000.29,2001.75,592,0,0
2023-04-12 08:30:00,2001.77,2001.78,2000.2,2000.64,469,0,0
2023-04-12 08:45:00,2000.6,2001.35,2000.09,2001.04,512,3,0
2023-04-12 09:00:00,2001.0,2001.61,2000.14,2000.95,479,0,0
2023-04-12 09:15:00,2000.96,2002.13,1999.98,2001.98,547,0,0
2023-04-12 09:30:00,2002.0,2002.82,2001.66,2001.9,414,0,0
2023-04-12 09:45:00,2001.9,2002.76,2001.48,2001.76,493,0,0
2023-04-12 10:00:00,2001.75,2002.1,2000.01,2000.98,613,0,0
2023-04-12 10:15:00,2000.84,2002.14,2000.45,2001.49,1018,0,0
2023-04-12 10:30:00,2001.48,2003.02,2000.88,2001.54,774,0,0
2023-04-12 10:45:00,2001.54,2001.99,1997.69,1998.13,1085,0,0
2023-04-12 11:00:00,1998.06,1999.79,1996.07,1999.15,1549,0,0
2023-04-12 11:15:00,1999.41,2001.47,1998.48,1998.94,1222,0,0
2023-04-12 11:30:00,1998.93,1999.34,1989.17,1989.5,1770,0,0
2023-04-12 11:45:00,1989.5,1992.38,1986.87,1991.26,2077,0,0
2023-04-12 12:00:00,1991.28,1993.18,1990.35,1992.24,1355,0,0
2023-04-12 12:15:00,1992.2,1994.35,1986.28,1988.93,1867,0,0
2023-04-12 12:30:00,1988.85,1991.49,1986.74,1988.13,1837,0,0
2023-04-12 12:45:00,1988.32,1989.15,1985.86,1988.89,1736,0,0
2023-04-12 13:00:00,1988.83,1992.02,1987.29,1987.67,1419,0,0
2023-04-12 13:15:00,1987.47,1988.15,1981.71,1986.23,1528,0,0
2023-04-12 13:30:00,1986.21,1987.7,1985.17,1987.52,1276,0,0
2023-04-12 13:45:00,1987.63,1989.45,1987.23,1989.18,1236,0,0
2023-04-12 14:00:00,1989.16,1990.11,1987.88,1989.17,1000,0,0
2023-04-12 14:15:00,1989.17,1989.3,1987.95,1987.99,823,0,0
2023-04-12 14:30:00,1987.99,1989.16,1987.27,1988.67,773,0,0
2023-04-12 14:45:00,1988.65,1989.44,1987.17,1987.83,811,0,0
2023-04-12 15:00:00,1987.84,1988.7,1987.43,1987.46,804,0,0
2023-04-12 15:15:00,1987.47,1988.92,1987.34,1988.92,753,0,0
2023-04-12 15:30:00,1988.87,1990.94,1988.71,1989.77,789,0,0
2023-04-12 15:45:00,1989.74,1991.03,1989.45,1990.47,800,0,0
2023-04-12 16:00:00,1990.47,1991.14,1988.55,1989.03,934,0,0
2023-04-12 16:15:00,1989.03,1989.74,1988.74,1989.33,640,0,0
2023-04-12 16:30:00,1989.33,1989.38,1988.08,1988.98,543,1,0
2023-04-12 16:45:00,1988.98,1989.36,1988.02,1988.32,641,2,0
2023-04-12 17:00:00,1988.32,1988.88,1987.65,1988.64,637,0,0
2023-04-12 17:15:00,1988.74,1988.85,1987.64,1988.4,598,0,0
2023-04-12 17:30:00,1988.4,1990.9,1988.23,1990.51,662,0,0
2023-04-12 17:45:00,1990.5,1990.93,1990.27,1990.84,661,0,0
2023-04-12 18:00:00,1990.82,1991.09,1990.28,1990.85,556,0,0
2023-04-12 18:15:00,1990.85,1992.86,1990.68,1992.77,546,0,0
2023-04-12 18:30:00,1992.77,1992.77,1991.33,1991.5,566,0,0
2023-04-12 18:45:00,1991.56,1991.71,1991.12,1991.32,223,1,0
2023-04-12 19:00:00,1991.26,1991.7,1990.82,1991.51,194,5,0
2023-04-12 19:15:00,1991.56,1991.72,1990.82,1991.04,144,10,0
2023-04-12 19:30:00,1991.08,1991.6,1991.03,1991.18,160,0,0
2023-04-12 20:45:00,1991.23,1991.52,1990.36,1990.62,303,0,0
2023-04-12 21:00:00,1990.59,1991.24,1990.59,1990.74,146,7,0
2023-04-12 21:15:00,1990.74,1991.3,1990.56,1991.18,174,5,0
2023-04-12 21:30:00,1991.17,1991.5,1990.98,1991.4,104,0,0
2023-04-12 21:45:00,1991.4,1991.48,1991.09,1991.38,98,1,0
2023-04-12 22:00:00,1991.38,1992.28,1991.38,1992.1,128,3,0
2023-04-12 22:15:00,1992.1,1992.57,1991.72,1992.1,277,0,0
2023-04-12 22:30:00,1992.1,1992.42,1991.48,1992.42,259,2,0
2023-04-12 22:45:00,1992.36,1995.18,1992.36,1995.17,606,0,0
2023-04-12 23:00:00,1995.19,1995.37,1993.99,1994.03,576,3,0
2023-04-12 23:15:00,1994.03,1995.35,1993.78,1993.88,608,0,0
2023-04-12 23:30:00,1993.88,1994.04,1992.94,1993.23,489,5,0
2023-04-12 23:45:00,1993.33,1993.5,1991.12,1991.2,739,3,0
2023-04-13 00:00:00,1991.22,1991.74,1989.78,1990.24,670,3,0
2023-04-13 00:15:00,1990.22,1991.99,1988.8,1991.61,1113,0,0
2023-04-13 00:30:00,1991.65,1991.65,1989.86,1991.21,774,0,0
2023-04-13 00:45:00,1991.14,1996.62,1991.1,1995.82,1049,0,0
2023-04-13 01:00:00,1995.86,1996.8,1995.5,1995.62,566,1,0
2023-04-13 01:15:00,1995.62,1997.86,1995.23,1995.89,925,0,0
2023-04-13 01:30:00,1995.91,1998.02,1995.68,1997.83,629,2,0
2023-04-13 01:45:00,1997.75,1998.12,1997.27,1997.91,463,1,0
2023-04-13 02:00:00,1997.91,1998.0,1996.48,1997.05,579,0,0
2023-04-13 02:15:00,1997.05,1997.75,1996.92,1997.7,557,2,0
